ExecutionTime_us
1855.39
32.91
58.72
32.54
248.18
37.81
29.00
33.89
26.33
11.52
8.06
7.63
8.17
8.89
7.98
16.00
9.24
18.30
26.65
31.00
73.07
46.74
32.04
30.20
26.83
9.96
8.56
9.37
8.56
7.87
7.85
7.52
9.13
13.04
8.67
16.07
9.54
21.18
8.35
8.26
7.41
7.09
12.09
7.54
8.22
8.37
7.42
11.48
9.37
7.80
8.05
55.57
10.74
7.57
8.85
7.37
22.32
18.48
8.98
8.19
7.72
14.02
8.95
7.41
7.45
7.24
26.91
34.02
26.94
9.76
10.15
11.46
8.31
7.87
7.37
7.22
11.05
9.17
7.91
7.70
10.54
13.09
7.78
50.05
10.94
9.52
8.15
7.46
7.28
22.00
14.13
27.22
26.24
31.11
34.19
29.32
30.57
28.35
32.15
29.82
8.87
10.09
7.76
8.35
10.43
17.18
17.50
11.31
11.81
7.55
7.98
7.48
9.67
38.89
23.81
49.43
10.72
12.93
8.28
7.87
8.09
7.69
7.83
7.26
8.41
7.13
8.11
10.50
7.63
7.50
7.18
7.37
7.35
7.37
7.33
8.30
10.00
8.22
9.00
12.70
7.05
8.06
7.70
7.24
7.57
7.39
9.20
49.48
7.00
7.93
21.67
9.04
8.07
8.55
8.02
11.81
8.70
8.89
11.63
8.33
45.89
25.17
22.05
15.24
10.00
9.83
9.13
8.26
7.54
10.07
8.91
8.59
8.37
7.65
10.28
7.28
13.39
7.33
7.93
7.30
7.57
7.67
13.67
22.55
32.22
32.24
29.65
27.59
35.91
28.96
28.74
28.59
28.24
31.30
19.07
14.41
8.91
8.19
8.98
8.02
7.95
7.59
11.17
7.39
20.18
26.35
55.44
30.94
27.57
36.94
28.57
29.28
28.91
12.98
9.02
7.22
8.04
9.33
8.00
8.35
13.19
7.28
7.26
10.67
7.44
7.76
7.55
7.00
8.48
11.76
7.26
7.87
7.67
7.56
7.70
7.43
8.24
7.80
7.33
9.19
7.39
8.74
11.63
63.69
10.98
7.68
7.43
7.55
19.59
12.09
8.35
7.65
7.76
47.54
22.54
15.52
10.31
10.35
15.52
8.98
7.94
7.94
13.61
8.06
9.39
8.39
7.41
10.91
8.19
7.39
7.63
8.50
8.61
7.13
7.48
42.33
24.15
27.91
24.67
96.42
39.93
29.30
30.33
29.80
29.41
26.24
8.37
17.48
15.89
9.91
8.11
9.09
8.00
7.54
10.65
7.52
7.96
7.41
9.28
26.30
32.54
26.13
10.26
9.35
12.31
10.87
9.78
50.50
8.11
8.30
9.65
7.98
7.52
11.07
8.22
7.67
7.43
7.28
7.13
8.24
7.63
7.41
7.93
11.04
7.30
8.02
7.46
7.67
7.50
7.44
7.56
7.33
9.43
7.63
7.67
7.32
12.41
7.82
7.70
44.19
7.56
7.65
10.09
9.22
21.89
11.07
8.55
38.15
23.74
13.59
12.09
14.39
8.93
8.56
8.13
7.63
8.63
7.83
8.15
7.89
7.24
10.26
7.67
7.68
8.11
7.48
7.74
8.00
8.17
24.20
13.91
71.33
28.96
31.37
39.56
29.02
30.11
29.00
30.68
27.17
9.80
9.15
13.30
8.17
9.57
8.13
18.65
12.41
11.95
7.52
16.22
20.33
26.43
65.52
31.85
26.48
35.17
29.35
29.83
13.65
9.96
8.24
8.70
53.05
7.50
7.22
12.31
9.04
7.82
7.72
7.44
7.52
7.44
10.74
8.45
7.30
10.45
8.20
7.33
7.48
7.41
6.87
7.44
8.26
7.57
11.19
7.46
7.65
10.85
7.63
9.31
7.35
7.00
6.87
8.76
9.76
9.48
7.72
7.91
25.96
33.00
23.05
9.24
11.48
11.41
8.09
7.74
7.33
9.11
7.78
8.35
7.37
7.56
7.50
10.15
7.28
7.54
7.28
7.26
8.65
7.52
26.46
23.02
28.43
24.57
35.87
38.20
52.80
28.33
31.26
28.26
30.09
22.87
8.50
8.26
9.28
8.05
8.48
7.46
7.00
7.37
10.24
8.20
7.11
7.04
7.15
42.67
82.30
19.67
17.80
17.46
14.02
8.22
8.45
7.91
8.93
8.54
8.07
7.41
41.07
15.28
10.26
7.20
7.70
7.89
7.59
7.50
7.50
9.91
7.70
10.54
8.31
7.43
8.20
7.20
6.89
7.78
7.15
7.32
8.74
7.39
7.04
13.28
7.50
7.02
7.41
7.33
7.28
7.85
11.31
7.68
49.41
7.02
43.39
21.96
16.05
12.09
8.89
15.30
9.37
7.46
7.83
9.09
8.37
8.15
7.65
7.83
7.33
14.96
8.30
7.35
7.83
7.82
7.04
12.02
8.09
21.55
31.11
28.68
35.89
38.96
32.06
28.63
29.32
28.31
28.44
22.32
13.19
8.52
8.22
11.80
9.52
8.26
8.11
8.41
10.48
22.15
